297130,Titan Souls,2018-03-17,3.74,2018-03-18,3.74,2018-03-19,3.74,2018-03-20,3.74
322500,SUPERHOT,2018-03-17,24.99,2018-03-18,24.99,2018-03-19,24.99,2018-03-20,24.99
268910,Cuphead,2018-03-17,19.99,2018-03-18,19.99,2018-03-19,19.99,2018-03-20,19.99
367580,Hook,2018-03-17,0.99,2018-03-18,0.99,2018-03-19,0.99,2018-03-20,0.81
400,Portal,2018-03-19,9.99,2018-03-20,9.99
620,Portal 2,2018-03-20,19.99
